Developer_ID,Developer_Name,Team,Experience_Years,Country,Repository,Language,Stars,Forks,Watchers,Open_Issues,Closed_Issues,Pull_Requests,Merged_PRs,Commit_Date,Commit_Time,Files_Changed,Lines_Added,Lines_Deleted,Coding_Hours,Bugs_Introduced,Bugs_Fixed,Code_Review_Time_Hours,Build_Status,CI_Failures,Weekend_Commit,Night_Commit,Sprint,Repo_Size_MB,License
D0654,Sam,DevOps,,Germany,Forge,,999999,421,637,21,544,357,157,10/02/2023,25:61,35,1689,1080,5.6,11,19,14.4,Success,10,Yes,Yes,Sprint-3,4613.8,Apache-2.0
D0579,Chris,DevOps,,Germany,Nova,Go,-5,869,200,81,352,435,185,2024-03-12,8PM,89,2915,678,0.4,8,14,14.8,FAIL,8,No,Yes,Sprint-3,3940.2,Apache-2.0
D0478,Sam,Platform,,Germany,Nova, PYTHON,999999,122,4952,73,555,15,365,23/01/2023,00:00,49,4840,2214,3.6,15,2,20.8, ,1,No,Yes,Sprint-10,87.2,
D0143,Chris,AI,,Germany,Atlas,Go,-5,736,41,109,549,208,13,17/01/2024,00:00,52,4497,1176,2.4,2,17,65.0, ,0,Yes,Yes,Sprint-1,2285.1,GPL
D0408,Taylor,Frontend,6.8,USA,Forge,,-5,905,4638,143,139,178,447,07/09/2023,00:00,63,3667,1937,8.7,3,9,33.9,Failed,10,No,Yes,Sprint-12,4095.7,GPL
D0675,Sam,Frontend,,India,Forge,Java,2155,213,2332,86,478,83,70,2024-05-04,25:61,39,3065,1035,1.0,9,8,62.1, ,6,Yes,Yes,Sprint-3,3333.0,Apache-2.0
D0022,Sam,AI,1.9,USA,Atlas,Java,4045,220,903,92,263,345,108,2024-06-13,8PM,90,803,332,2.9,18,6,38.7,Failed,7,No,No,Sprint-5,1600.1,GPL
D0685,Alex,Platform,,USA,Forge,,-5,906,880,79,439,111,70,2023-01-09,8PM,39,1439,1740,11.2,16,14,71.7,Success,5,No,Yes,Sprint-7,79.9,MIT
D0422, ,DevOps,,USA,Forge,TypeScript,999999,28,2023,74,806,379,73,14/11/2024,25:61,36,4435,1143,11.0,17,17,54.6,FAIL,5,No,Yes,Sprint-3,2707.7,Apache-2.0
D0363,Sam,AI,9.9,India,Forge,pyhton,999999,340,4240,96,249,224,414,2025-05-12,25:61,70,4056,2633,1.5,10,21,19.8,Success,5,No,No,Sprint-5,21.1,GPL
D0488,Taylor,Backend,0.0,Germany,Forge,Python,999999,127,770,70,183,177,226,02/11/2024,25:61,47,2111,1317,6.3,30,26,18.7, ,9,Yes,Yes,Sprint-10,2388.8,MIT
D0211, ,DevOps,13.0,India,Forge, PYTHON,3327,862,2456,192,95,78,12,11/03/2024,25:61,7,3413,2845,10.6,5,5,0.0,Success,10,No,No,Sprint-7,2251.7,GPL
D0456,Chris,DevOps,0.6,Germany,Nova,Python,999999,412,5720,102,383,474,321,2023-04-17,25:61,36,1991,183,10.4,14,14,51.7, ,1,Yes,Yes,Sprint-3,770.2,MIT
D0657,Taylor,Backend,0.5,India,Nova,Rust,999999,532,4088,13,80,267,177,20/01/2024,25:61,58,3799,514,10.2,22,22,26.3,Success,8,No,No,Sprint-6,534.2,GPL
D0451,Chris,Backend,1.6,India,Atlas,TypeScript,-5,194,3651,132,969,61,163,05/01/2023,25:61,5,1798,871,9.8,9,23,54.7,Success,7,Yes,No,Sprint-7,2894.8,
D0188,Alex,Frontend,,India,Nova,Rust,644,847,4202,142,951,87,456,23/08/2023,8PM,6,4508,2157,6.5,12,13,9.3, ,6,No,Yes,Sprint-2,4050.9,MIT
D0225,Alex,Backend,7.5,Germany,Forge, PYTHON,-5,703,4057,9,2,304,422,2025-03-07,00:00,87,3163,1370,0.1,30,12,25.4, ,1,Yes,No,Sprint-9,1789.6,Apache-2.0
D0252,Taylor,Platform,,Germany,Atlas, PYTHON,845,964,1642,145,301,75,404,07/07/2024,8PM,18,4115,2568,5.7,10,6,63.1,Success,0,No,Yes,Sprint-11,3530.2,MIT
D0620,Sam,DevOps,10.2,USA,Forge,python,2760,839,4301,84,324,392,30,30/03/2023,00:00,11,4414,2165,8.0,10,23,51.9,Failed,8,No,Yes,Sprint-4,4193.9,MIT
D0321,Taylor,Backend,,USA,Nova,Rust,999999,862,4511,34,925,347,146,26/10/2024,8PM,31,2250,1179,11.0,6,13,56.2,Success,3,No,Yes,Sprint-3,753.7,GPL
D0594, ,DevOps,,USA,Atlas,python,2230,155,743,184,408,416,293,2024-05-16,25:61,74,3648,379,9.1,2,12,15.7,Failed,7,No,Yes,Sprint-5,3064.6,MIT
D0570,Taylor,AI,,USA,Forge, PYTHON,-5,254,2034,84,723,396,299,14/09/2024,25:61,70,4250,760,9.2,22,3,69.1,Success,7,Yes,No,Sprint-8,4708.8,
D0124, ,Platform,0.5,Germany,Nova,python,235,439,3227,60,241,115,170,24/03/2023,8PM,77,1625,981,0.0,29,10,65.3,FAIL,6,Yes,Yes,Sprint-6,4333.8,
D0394, ,Backend,,Germany,Atlas,pyhton,999999,44,4802,83,470,87,200,2025-03-18,00:00,26,3294,1069,9.1,23,6,29.2, ,2,Yes,No,Sprint-6,790.7,MIT
D0089,Taylor,Platform,,Germany,Nova,pyhton,4691,919,2881,122,77,404,447,18/08/2023,25:61,3,4900,1194,2.6,12,30,50.0, ,9,No,No,Sprint-6,3532.5,
D0183,Chris,DevOps,10.9,India,Forge,Java,999999,567,344,97,886,331,98,2023-10-09,00:00,54,3672,2281,8.2,13,30,55.9,FAIL,0,Yes,No,Sprint-5,1773.6,Apache-2.0
D0140,Sam,AI,,Germany,Atlas,pyhton,999999,727,436,80,899,91,447,10/03/2025,00:00,60,981,2283,12.9,21,19,1.8,Failed,3,Yes,Yes,Sprint-7,214.2,GPL
D0470,Sam,Platform,,USA,Nova, PYTHON,999999,686,3599,64,887,148,283,10/01/2025,00:00,49,231,2765,2.5,25,11,9.9, ,3,Yes,Yes,Sprint-9,3018.4,Apache-2.0
D0368, ,DevOps,,Germany,Atlas,Python,828,841,845,195,284,329,234,2023-07-10,25:61,27,508,2113,6.3,18,18,8.1,Success,2,Yes,Yes,Sprint-5,2294.5,MIT
D0035,Alex,DevOps,3.1,India,Forge,Go,999999,503,1820,44,919,87,271,2023-12-11,25:61,29,846,2450,13.1,11,4,59.1,FAIL,8,No,Yes,Sprint-7,2120.4,
D0076,Sam,Frontend,,USA,Nova,TypeScript,-5,294,1216,151,528,26,358,14/11/2023,00:00,19,2644,66,6.1,28,24,61.5, ,6,Yes,Yes,Sprint-1,1399.7,
D0031, ,DevOps,,USA,Atlas,Python,2294,730,5221,180,342,349,445,2025-03-06,00:00,98,2916,1957,12.8,20,10,18.6,Failed,5,No,No,Sprint-5,2992.9,
D0638, ,AI,,Germany,Nova,Java,999999,486,189,10,917,315,308,16/10/2023,25:61,8,4254,413,11.7,2,19,41.3,Success,2,No,No,Sprint-2,3474.5,MIT
D0693,Sam,Frontend,0.1,Germany,Forge,python,999999,103,3281,34,727,201,97,10/02/2024,25:61,96,1741,1393,12.2,29,23,16.7,FAIL,0,Yes,Yes,Sprint-10,2283.5,Apache-2.0
D0121,Taylor,AI,,Germany,Forge,Rust,-5,325,2889,133,254,265,240,2023-12-04,25:61,90,2110,2285,8.5,15,16,46.6,Failed,4,No,Yes,Sprint-9,325.6,GPL
D0017,Taylor,Platform,,Germany,Forge,pyhton,-5,800,4526,48,365,121,442,2023-06-01,25:61,25,3890,2266,5.2,6,1,66.3, ,6,No,No,Sprint-7,279.0,Apache-2.0
D0015, ,Frontend,4.3,India,Forge,pyhton,1838,58,2148,116,636,143,220,17/02/2024,8PM,53,4124,540,12.0,10,4,39.9,FAIL,1,No,Yes,Sprint-12,287.3,GPL
D0182,Alex,Backend,13.1,USA,Forge,TypeScript,999999,207,5113,121,332,484,486,01/10/2024,25:61,88,-22,2085,6.1,18,1,53.4,FAIL,3,Yes,No,Sprint-5,1849.4,GPL
D0406,Taylor,Backend,,India,Nova,Python,179,383,3402,192,397,431,88,2024-02-06,8PM,45,-7,1519,5.1,9,20,6.7,FAIL,4,No,No,Sprint-5,1479.6,
D0666,Sam,DevOps,,USA,Atlas,Go,4719,452,5712,121,704,132,65,08/12/2024,8PM,64,1234,272,7.8,26,7,29.2,Success,6,Yes,Yes,Sprint-2,2813.1,GPL
D0338,Sam,Platform,,Germany,Forge,pyhton,-5,263,1677,153,902,286,185,2023-07-06,00:00,98,3075,1532,0.3,14,1,36.3, ,9,Yes,No,Sprint-9,265.9,
D0687,Chris,AI,1.4,USA,Atlas,pyhton,2954,493,1502,68,245,477,69,06/12/2023,00:00,2,4413,234,6.4,6,20,22.2, ,9,No,No,Sprint-1,4365.5,Apache-2.0
D0326,Alex,Backend,3.5,USA,Atlas, PYTHON,-5,364,3637,140,975,481,403,04/03/2023,25:61,80,4549,142,9.3,17,15,39.1,Success,8,Yes,Yes,Sprint-7,1775.4,Apache-2.0
D0303,Chris,DevOps,,USA,Nova,python,999999,569,5278,62,288,62,178,18/09/2023,25:61,72,2203,523,10.3,7,6,40.7,Failed,9,No,No,Sprint-2,4276.1,MIT
D0639,Chris,DevOps,3.0,India,Atlas,Java,999999,975,573,192,98,445,263,2025-06-16,00:00,50,3832,2392,6.3,4,23,63.4,Failed,4,No,No,Sprint-12,742.8,Apache-2.0
D0414,Alex,AI,,Germany,Nova,Python,-5,369,738,24,234,330,263,15/11/2023,00:00,5,1928,1879,9.4,26,25,18.8,Failed,4,No,No,Sprint-7,2232.8,
D0441,Chris,DevOps,6.6,Germany,Atlas,Python,1303,144,995,194,64,449,86,11/05/2023,8PM,72,3150,1392,0.1,4,0,0.4, ,6,Yes,Yes,Sprint-2,2876.3,GPL
D0663,Taylor,DevOps,,India,Forge,Python,999999,706,5848,126,837,239,239,27/04/2025,25:61,49,3540,942,4.9,26,6,47.3,Failed,10,Yes,No,Sprint-2,2067.5,Apache-2.0
D0487,Taylor,Backend,14.3,USA,Atlas,Java,866,17,206,27,831,332,286,13/03/2024,8PM,8,1887,1558,0.2,28,2,66.4,Success,10,No,Yes,Sprint-8,3768.3,MIT
D0424,Sam,Frontend,4.7,India,Forge,pyhton,3383,249,3306,163,262,300,293,11/11/2024,8PM,14,2184,1819,2.8,23,19,32.5,FAIL,3,Yes,No,Sprint-4,4312.7,GPL
D0052,Taylor,Platform,1.1,USA,Atlas,,1529,603,2842,82,157,0,364,2024-10-19,8PM,37,3313,515,9.6,22,6,29.2,FAIL,5,No,Yes,Sprint-10,2665.8,
D0147, ,AI,,Germany,Atlas,Go,999999,117,5442,178,966,36,463,28/05/2024,00:00,100,2305,746,5.2,4,22,66.6, ,3,Yes,No,Sprint-11,2816.1,
D0614,Alex,Frontend,2.7,Germany,Atlas,TypeScript,-5,239,1613,152,670,24,130,2024-05-19,25:61,36,201,1942,8.2,5,13,16.4,FAIL,5,Yes,No,Sprint-9,811.9,
D0276,Alex,Platform,7.6,India,Nova, PYTHON,999999,280,427,21,628,45,369,03/08/2024,00:00,49,2885,593,4.2,20,30,53.7,Success,2,Yes,Yes,Sprint-1,2768.9,Apache-2.0
D0521,Taylor,AI,,USA,Atlas,Java,999999,413,3283,183,579,16,139,18/11/2023,00:00,94,4253,735,0.4,30,21,19.7,Failed,8,No,No,Sprint-10,258.4,
D0030,Taylor,Frontend,,USA,Nova,TypeScript,2982,320,3632,106,862,451,456,06/08/2024,00:00,20,3213,1462,0.7,18,4,24.7,Success,3,Yes,No,Sprint-8,2531.7,
D0631,Sam,Platform,13.3,Germany,Forge,TypeScript,999999,802,5024,36,348,468,7,2023-12-26,25:61,90,4913,1815,11.6,22,16,56.5,Failed,10,Yes,Yes,Sprint-10,2152.9,MIT
D0669, ,Platform,,India,Forge,python,-5,694,629,56,506,230,331,2024-08-15,8PM,26,3196,1459,1.5,24,17,36.2,Success,4,No,Yes,Sprint-2,1942.1,
D0196,Alex,AI,,India,Atlas,Go,999999,373,708,62,276,393,128,25/05/2025,00:00,47,399,2469,3.8,13,11,65.4, ,5,No,No,Sprint-5,2755.9,MIT
D0075,Sam,DevOps,2.2,India,Nova, PYTHON,999999,731,4557,34,993,166,209,2024-10-05,25:61,5,1835,2282,12.7,29,28,26.7,FAIL,4,Yes,No,Sprint-1,568.7,MIT
D0037,Alex,DevOps,12.5,USA,Atlas,TypeScript,-5,193,1291,136,938,302,0,2023-08-25,25:61,51,4235,2480,9.7,20,30,5.7,FAIL,7,Yes,No,Sprint-1,4130.4,MIT
D0253, ,Platform,11.5,USA,Nova,TypeScript,450,515,4119,114,981,321,486,2023-02-14,00:00,17,2294,515,5.8,16,30,37.6,Failed,6,No,No,Sprint-6,1118.4,MIT
D0585, ,AI,2.5,India,Nova,Python,4103,889,1691,122,560,480,182,2023-06-19,25:61,41,3519,1899,12.7,27,24,53.4,Failed,8,No,No,Sprint-12,3889.1,Apache-2.0
D0466,Chris,AI,,Germany,Atlas,pyhton,999999,812,3444,100,969,456,215,2023-01-29,00:00,28,3683,2534,4.1,1,24,22.9,Failed,4,Yes,Yes,Sprint-2,743.0,MIT
D0270,Alex,DevOps,9.6,India,Atlas,,-5,869,2996,24,946,360,480,18/03/2025,25:61,62,3652,2784,2.3,21,17,12.7,Failed,7,Yes,No,Sprint-7,597.2,Apache-2.0
D0414,Chris,DevOps,5.4,USA,Nova,pyhton,228,695,3363,14,731,85,205,2023-01-14,00:00,43,2075,1214,9.9,15,28,69.3,Failed,0,Yes,Yes,Sprint-9,78.3,GPL
D0564,Alex,Backend,,India,Atlas,Python,999999,704,4188,123,886,156,474,24/02/2023,8PM,73,930,263,7.0,21,7,40.4,Failed,10,Yes,No,Sprint-12,4261.1,GPL
D0652,Alex,Backend,7.2,India,Forge,Rust,999999,775,2626,116,647,169,340,2024-12-18,8PM,93,2959,2467,6.1,20,0,36.4,Success,5,Yes,No,Sprint-3,1045.7,GPL
D0059,Sam,Backend,7.6,Germany,Atlas,TypeScript,877,355,2028,181,18,375,316,26/10/2023,8PM,32,4314,2509,0.1,15,29,34.7,Failed,9,No,No,Sprint-6,3570.4,GPL
D0185, ,Platform,,Germany,Nova,Rust,999999,813,4859,138,533,80,84,14/08/2023,25:61,43,4879,2555,1.9,11,22,45.0, ,3,Yes,Yes,Sprint-11,648.3,Apache-2.0
D0002, ,AI,,USA,Forge,Python,999999,691,2123,197,541,96,375,01/09/2023,00:00,54,3170,1691,7.4,27,3,36.6,Success,5,No,No,Sprint-3,1253.0,Apache-2.0
D0556,Alex,AI,,Germany,Atlas,pyhton,4764,803,3228,84,816,157,213,2023-07-04,25:61,22,2976,2064,10.3,11,25,58.7,Success,10,No,No,Sprint-12,998.7,MIT
D0004,Taylor,AI,5.3,USA,Forge,Go,999999,919,2032,181,119,309,315,2025-01-17,00:00,33,3424,96,7.1,4,4,41.5,Success,5,Yes,Yes,Sprint-11,1698.6,Apache-2.0
D0112,Alex,Frontend,1.2,India,Forge,Java,-5,231,430,162,323,410,324,16/01/2023,8PM,19,1666,1268,3.8,5,12,69.1,Failed,5,Yes,Yes,Sprint-4,2686.9,MIT
D0371,Taylor,Platform,9.3,India,Atlas, PYTHON,4679,601,2758,99,26,309,202,05/04/2024,00:00,5,3437,966,11.4,18,8,15.4, ,7,No,No,Sprint-2,2125.8,Apache-2.0
D0399,Sam,Backend,,USA,Forge, PYTHON,1131,730,2907,139,773,72,416,2024-03-12,8PM,9,3415,106,11.8,18,18,21.5,Failed,9,No,Yes,Sprint-5,993.2,
D0060, ,DevOps,,India,Atlas,Python,4632,88,5944,65,981,50,349,10/12/2023,00:00,70,458,1145,13.5,9,7,45.2,FAIL,4,Yes,Yes,Sprint-2,1414.2,Apache-2.0
D0062,Alex,Platform,,USA,Forge,,1601,748,2644,64,5,248,295,16/02/2024,25:61,72,3647,1095,2.1,8,24,1.9, ,4,Yes,No,Sprint-1,3941.6,
D0158,Taylor,Platform,,USA,Forge,,-5,560,2644,58,30,395,82,23/02/2023,8PM,11,4615,1350,5.7,11,30,1.4,Success,4,Yes,No,Sprint-1,2123.0,GPL
D0142,Alex,Frontend,8.4,Germany,Nova,Go,-5,89,3363,5,192,152,388,20/03/2025,8PM,58,3990,678,12.6,7,16,32.9, ,5,No,No,Sprint-6,2848.7,Apache-2.0
D0583,Chris,DevOps,,Germany,Atlas,Java,4400,164,1484,200,665,67,403,10/02/2024,8PM,10,992,2950,6.7,3,30,47.0,Failed,9,No,Yes,Sprint-12,616.3,MIT
D0257,Chris,Frontend,,India,Forge,Java,999999,284,2913,122,578,232,226,2025-05-06,8PM,30,3233,284,7.9,22,13,53.7, ,2,Yes,Yes,Sprint-5,3674.4,MIT
D0491,Sam,Backend,,Germany,Atlas,Go,3795,790,3617,155,694,469,452,2024-07-08,25:61,19,4938,50,2.5,2,14,63.9, ,7,Yes,No,Sprint-4,1800.1,Apache-2.0
D0431,Alex,Frontend,,India,Forge, PYTHON,3906,325,3411,35,565,12,146,2024-01-03,25:61,30,3105,2444,4.5,17,7,64.0,FAIL,7,Yes,No,Sprint-8,1146.2,Apache-2.0
D0351,Taylor,Backend,,India,Nova,python,999999,462,2664,56,544,36,135,04/10/2023,8PM,17,2156,409,4.0,26,14,52.6, ,8,No,No,Sprint-4,4935.5,
D0060,Taylor,AI,,USA,Forge,python,999999,287,2116,95,44,494,67,04/03/2025,25:61,34,4937,2800,13.8,24,19,21.2, ,2,No,Yes,Sprint-12,2925.0,MIT
D0017,Taylor,AI,,India,Atlas,,-5,867,3629,194,776,74,192,06/08/2023,8PM,24,1632,1212,13.7,4,18,62.7,Failed,8,No,Yes,Sprint-8,3938.0,
D0430,Chris,Platform,,India,Nova,Python,999999,993,1033,28,640,448,212,25/05/2025,00:00,99,972,1441,12.5,12,19,36.2,Failed,10,No,Yes,Sprint-9,3236.1,GPL
D0073,Chris,Frontend,10.0,USA,Atlas, PYTHON,-5,84,3241,6,552,481,94,25/04/2024,25:61,3,1735,584,2.0,5,3,13.7,Failed,7,No,Yes,Sprint-9,4960.7,
D0501, ,Backend,1.9,India,Forge,Java,2189,129,4055,196,328,457,450,2024-11-08,8PM,72,1319,665,12.3,29,30,24.7,Failed,5,Yes,Yes,Sprint-11,4403.2,Apache-2.0
D0117,Sam,Platform,14.9,Germany,Forge,python,999999,739,400,32,451,481,263,13/11/2023,00:00,72,4925,2818,10.1,25,23,8.7,Success,7,Yes,No,Sprint-9,1978.5,
D0448,Taylor,AI,,USA,Atlas,TypeScript,948,8,3965,142,316,73,406,2024-09-24,00:00,12,218,2001,8.7,16,13,53.4, ,8,No,No,Sprint-4,973.2,
D0449, ,Frontend,13.6,India,Nova,Rust,999999,327,1493,27,878,23,145,2023-03-22,00:00,33,3522,547,8.9,14,3,13.4,Failed,4,Yes,No,Sprint-12,1144.5,Apache-2.0
D0010,Alex,Frontend,,India,Nova,Go,999999,450,4170,136,563,159,426,20/10/2023,25:61,5,4759,363,8.8,11,20,9.4,FAIL,1,Yes,No,Sprint-10,4172.5,GPL
D0521,Sam,Backend,,India,Forge,Rust,999999,616,5549,79,666,163,374,09/10/2023,00:00,81,2486,1834,8.1,24,29,17.4,Failed,8,Yes,No,Sprint-10,2323.7,
D0316,Sam,Platform,,Germany,Atlas,Java,999999,92,5679,37,840,186,70,2024-11-06,8PM,15,4020,373,1.9,5,6,56.3,Failed,1,Yes,No,Sprint-11,2062.4,MIT
D0453,Taylor,DevOps,,Germany,Nova,Java,1848,201,3980,197,470,106,397,17/01/2024,25:61,28,3777,1951,13.6,6,28,2.2,Success,3,No,No,Sprint-6,19.8,Apache-2.0
D0518, ,Frontend,12.8,Germany,Atlas,Rust,1950,88,3567,68,86,300,244,2024-03-17,25:61,59,3644,848,10.9,13,5,1.1, ,2,No,No,Sprint-10,527.3,GPL
D0623, ,Platform,,India,Atlas,TypeScript,999999,987,5238,62,191,450,433,2023-04-17,8PM,79,2437,110,10.6,23,12,34.9, ,9,Yes,No,Sprint-5,3832.3,Apache-2.0
D0100,Chris,Platform,,USA,Forge,,358,5,976,138,93,7,60,2025-03-08,8PM,94,2275,1311,4.8,4,13,61.3,Success,4,Yes,No,Sprint-11,4848.5,Apache-2.0
D0501, ,Platform,14.1,Germany,Forge,,3953,431,5228,100,291,124,264,2024-03-22,25:61,66,391,2816,1.0,26,29,15.2, ,9,No,Yes,Sprint-9,1423.8,MIT
D0474,Chris,Backend,14.9,USA,Forge,Python,999999,407,814,145,551,389,135,2023-01-23,00:00,59,4930,388,9.8,24,30,30.2,Success,10,Yes,No,Sprint-11,3483.2,
D0279,Sam,Frontend,5.8,Germany,Forge,Go,999999,943,77,15,864,90,367,24/02/2025,8PM,4,4633,612,6.3,15,21,55.0,Failed,10,No,Yes,Sprint-1,1149.4,
D0594, ,Backend,10.4,Germany,Forge,Rust,-5,69,4806,117,311,234,98,2024-10-01,25:61,9,2550,981,10.3,23,13,37.8,Failed,8,Yes,Yes,Sprint-2,537.5,Apache-2.0
D0623,Chris,Platform,13.5,USA,Nova,,-5,227,1969,70,219,467,112,10/03/2023,8PM,95,368,69,8.6,3,18,31.1,Failed,3,No,Yes,Sprint-3,2724.2,
D0627,Alex,DevOps,6.2,USA,Forge,Go,-5,563,605,145,869,399,12,2023-12-27,00:00,96,4850,2670,7.2,3,26,31.3,Failed,5,No,No,Sprint-3,1510.4,Apache-2.0
D0427,Alex,DevOps,7.1,Germany,Forge,Java,2934,471,5463,118,156,309,181,22/08/2024,25:61,67,2609,1126,0.7,22,1,16.5,FAIL,5,No,Yes,Sprint-3,3155.2,MIT
D0633,Chris,Backend,15.0,USA,Forge,Python,188,31,2395,51,825,286,256,2024-08-18,8PM,48,3354,2581,4.3,17,1,41.3,Failed,6,No,No,Sprint-6,2385.7,
D0345,Alex,Frontend,2.5,India,Nova,Java,-5,1000,1189,165,108,402,10,17/01/2024,00:00,91,1883,949,7.6,27,30,2.1,FAIL,4,Yes,No,Sprint-7,4641.1,MIT
D0599,Alex,Backend,,India,Atlas, PYTHON,999999,126,4349,42,200,87,135,11/07/2024,00:00,6,808,1063,9.7,26,7,61.1,FAIL,3,Yes,Yes,Sprint-4,4566.2,Apache-2.0
D0273, ,Backend,,India,Atlas,pyhton,999999,10,1391,162,816,409,391,27/06/2024,8PM,23,4564,1648,4.4,3,4,4.9,Success,2,No,Yes,Sprint-3,1307.0,GPL
D0502,Taylor,DevOps,,USA,Atlas,Java,-5,724,827,105,575,306,167,2023-12-16,25:61,19,2747,2997,1.1,1,25,26.9,Failed,1,No,No,Sprint-9,4889.2,MIT
D0019,Sam,AI,,Germany,Forge,Rust,-5,553,5491,122,415,95,181,2024-04-07,25:61,49,488,329,8.8,27,28,28.3,Success,2,Yes,No,Sprint-3,2892.0,Apache-2.0
D0204, ,Backend,2.0,USA,Atlas,Go,2154,233,474,27,592,467,433,2024-08-18,25:61,57,1228,1542,1.7,18,24,6.4,FAIL,0,No,No,Sprint-2,2508.1,
D0527,Chris,DevOps,0.5,USA,Atlas, PYTHON,999999,69,3564,179,662,230,186,08/02/2024,8PM,57,47,1621,0.2,26,21,64.9,Success,7,No,Yes,Sprint-11,569.2,
D0478, ,Backend,,Germany,Nova,Go,1360,950,2485,90,680,273,336,2023-06-06,00:00,52,3861,2347,0.6,28,24,30.7,Success,1,No,Yes,Sprint-7,1234.2,Apache-2.0
D0030, ,Platform,5.7,India,Forge,pyhton,-5,799,5851,180,947,22,179,2024-08-06,25:61,77,1986,1532,11.8,19,18,25.3,Success,7,No,Yes,Sprint-4,2841.6,GPL
D0487,Chris,Backend,,India,Atlas,python,-5,385,3804,74,656,323,407,2023-03-23,25:61,98,2169,2220,2.8,27,13,16.7,Failed,6,No,No,Sprint-1,760.1,
D0441,Sam,DevOps,9.1,India,Forge,TypeScript,999999,379,3088,119,332,101,156,19/02/2024,00:00,75,3749,1331,7.5,18,8,46.5,FAIL,7,Yes,No,Sprint-1,196.1,MIT
D0653, ,Backend,,Germany,Forge,Rust,-5,447,1491,101,587,298,312,15/12/2023,00:00,32,612,1271,11.3,30,14,9.1,Success,3,No,No,Sprint-9,4869.0,Apache-2.0
D0698,Alex,Platform,9.9,India,Forge,Go,-5,777,124,65,654,472,386,2024-06-26,8PM,44,1825,2974,7.1,23,10,21.6,FAIL,0,Yes,No,Sprint-7,4269.5,Apache-2.0
D0600, ,AI,3.3,USA,Forge,TypeScript,-5,811,4184,24,538,444,483,11/01/2025,8PM,49,4910,2115,5.3,15,19,8.6,FAIL,2,No,Yes,Sprint-6,4134.1,GPL
D0122,Chris,DevOps,9.0,India,Forge,pyhton,-5,354,5712,63,687,497,206,22/04/2025,25:61,95,2830,40,8.6,27,1,69.4, ,6,No,Yes,Sprint-6,620.7,GPL
D0099,Chris,Backend,,India,Nova,pyhton,4736,144,1655,127,381,250,350,13/03/2024,00:00,32,3783,1073,13.1,7,23,57.6,Failed,3,Yes,No,Sprint-9,4061.6,
D0503, ,AI,10.3,India,Forge,Rust,-5,555,3117,130,821,168,191,2025-03-16,25:61,28,3960,67,5.5,20,15,16.3,Success,1,No,No,Sprint-12,1538.4,GPL
D0061,Alex,DevOps,,India,Forge, PYTHON,2390,34,1737,145,403,464,463,23/07/2024,00:00,11,3092,707,12.3,22,26,17.0,Success,5,Yes,Yes,Sprint-4,4675.6,GPL
D0484,Chris,Backend,,USA,Nova,Go,999999,179,4888,6,517,452,188,2024-03-15,8PM,95,3845,2135,6.0,16,2,31.0, ,0,Yes,Yes,Sprint-5,421.8,
D0213,Chris,Platform,,Germany,Atlas,pyhton,2788,641,4199,98,149,251,333,2024-09-21,25:61,53,1640,1745,12.9,12,18,20.8,Success,4,No,No,Sprint-1,4536.7,Apache-2.0
D0004,Taylor,Frontend,,USA,Forge,TypeScript,-5,391,545,177,101,343,408,02/03/2024,25:61,90,4217,378,13.5,25,12,49.3,Failed,7,No,No,Sprint-5,1338.1,Apache-2.0
D0593,Alex,DevOps,,Germany,Atlas,Python,2351,218,4822,166,872,217,455,18/01/2023,00:00,55,3380,1786,4.6,16,29,16.6,FAIL,2,Yes,Yes,Sprint-1,2379.4,GPL
D0476,Sam,DevOps,,USA,Atlas,TypeScript,-5,763,941,117,98,167,59,2023-09-20,8PM,55,3894,327,1.4,16,16,68.1,Failed,10,Yes,Yes,Sprint-12,3107.1,GPL
D0418,Chris,Backend,14.7,USA,Atlas,python,-5,759,2161,18,598,36,415,28/05/2025,00:00,34,1587,2122,10.7,28,30,34.1, ,1,No,No,Sprint-3,3261.7,MIT
D0045, ,AI,,India,Nova, PYTHON,-5,243,5320,58,34,404,346,2023-08-10,25:61,68,3120,1802,0.7,6,28,15.1,Failed,5,No,Yes,Sprint-10,2968.0,MIT
D0582, ,Backend,,Germany,Forge,Java,1920,515,1344,182,209,104,206,10/05/2025,00:00,90,1909,1278,9.7,2,20,7.2,Failed,8,Yes,Yes,Sprint-11,2257.5,MIT
D0088,Taylor,Frontend,5.7,USA,Nova, PYTHON,-5,757,3192,93,487,113,18,2023-02-27,8PM,34,3017,341,8.6,25,27,9.6, ,7,No,No,Sprint-9,2204.8,Apache-2.0
D0304,Alex,Platform,,USA,Forge,python,-5,471,178,176,581,294,419,09/04/2025,8PM,21,1301,367,0.3,4,21,54.2,Failed,4,Yes,Yes,Sprint-4,3583.9,Apache-2.0
D0132, ,Frontend,,USA,Nova,pyhton,-5,938,1606,187,549,78,480,2024-12-29,00:00,94,1439,2745,7.9,0,27,58.3,Success,3,No,No,Sprint-6,1637.1,
D0550,Alex,DevOps,,Germany,Nova,Java,999999,593,1944,107,89,254,1,20/01/2023,25:61,91,1512,2790,8.4,16,10,64.9, ,9,No,No,Sprint-8,4956.3,
D0625,Sam,Backend,8.6,Germany,Atlas,pyhton,4375,464,2030,72,125,60,464,04/04/2023,00:00,84,2357,1406,1.5,13,12,57.7, ,3,No,No,Sprint-8,2735.1,MIT
